ID	GeneSymbol
axo08963-f_at	GART
axo04173-f_at	SLC6A3
axo18408-f_at	HS1BP3
axo18238-f_at	SLC22A3
axo21614-r_at	
axo15534-f_at	ASB3
axo04760-f_at	MGA
axo30836-f_at	
axo30576-f_at	
axo02982-f_at	SHISA4
axo05024-r_at	FAM54A
axo01873-f_at	ZFP1
axo27524-f_at	
axo06930-f_at	ANPEP
axo28215-f_at	
axo23392-f_at	
axo15217-r_at	NBEA
axo01063-f_at	C17orf56
AFFX-r2-P1-cre-5_at	
axo09196-r_at	SLC7A5
axo31325-f_at	
axo05414-f_at	C1orf70
axo22613-f_at	
axo19463-r_at	TMEM163
axo11834-f_at	PIK3CA
axo19001-r_at	KLHL36
axo27928-f_at	
axo31369-f_at	
axo07011-f_at	BTF3
axo03057-f_at	LONRF2
axo08433-f_at	POLD1
axo04438-f_at	ADORA1
axo07418-r_at	C8G
axo22683-r_at	
axo25283-f_at	
axo17901-f_at	USP37
axo01983-f_at	RC3H1
axo20389-f_at	GLB1L
axo13620-r_at	ZNF32
axo30665-f_s_at	
axo04882-f_at	CTNND1
axo13358-r_at	SLC30A2
axo03515-r_at	EXT2
axo00063-f_at	FAM125B
axo01199-f_at	C6orf130
axo13207-f_at	RPL13A
axo21773-r_at	
axo15148-f_at	ERC2
axo06597-f_at	WRAP53
axo30448-f_at	
axo15455-f_at	TTC15
axo24638-f_at	
axo29143-f_at	
axo01025-f_at	TMEM182
axo05113-f_at	PDS5A
axo17868-f_at	PLXNA4
axo28828-f_at	
axo02718-f_at	ZNF595
axo07402-f_at	ACP2
axo31414-f_s_at	
axo25342-f_at	
axo24791-f_at	
axo02352-r_at	DYX1C1
axo07085-f_at	CLCN6
axo08892-f_at	STIM1
axo14152-f_at	TOX4
axo14887-r_at	KIAA1109
axo24869-f_at	
axo09957-r_at	POMC
axo26307-f_at	
axo27209-f_at	
axo05943-f_at	HRH2
axo17823-r_at	KLHL1
axo30550-f_at	
axo03752-f_at	
axo23729-r_at	
axo18669-r_at	HOXB9
axo19981-f_at	DOT1L
axo15330-f_at	PIAS4
axo21119-f_at	SLC45A2
axo06716-f_at	EML4
axo17717-f_at	CGN
axo27682-f_at	
axo31235-f_at	
axo19440-f_at	CSRNP2
axo03349-f_at	CACNB2
axo06302-r_at	SOD1
axo26272-f_at	
axo14622-f_at	MPRIP
axo15404-f_at	HMP19
axo30524-f_at	
axo27352-f_at	
axo03018-r_at	NHS
axo07724-f_at	CFD
axo16609-f_at	CENPQ
axo23397-f_at	
axo07575-r_at	CCND2
axo07754-r_at	EFNA5
axo13694-r_at	RAB26
axo09469-f_at	EIF3H
axo22260-r_at	
axo08379-f_at	PFKL
axo09056-f_at	CHRNA1
axo07560-f_at	CAMK4
axo18634-f_at	C16orf93
axo19209-r_at	CCDC58
axo16698-f_at	TRIM62
axo15838-f_at	CRKRS
axo30657-f_at	
axo29250-f_at	
axo23215-f_at	
axo14604-f_at	ZC3H3
axo25323-f_at	
axo06191-f_at	CCDC88A
axo02634-f_at	EFHA2
axo24809-f_at	
axo07469-r_at	ARCN1
axo09677-f_at	SOCS3
axo13468-f_at	LRP10
axo30414-f_at	
axo24089-f_at	
axo00209-f_at	TSEN15
axo01641-f_at	C10orf27
axo12573-f_at	SPTBN2
axo13820-f_at	RPS6KA6
axo30899-f_at	
axo15847-f_at	UBAP1
axo23537-f_at	
axo21272-f_at	SLC25A25
axo19777-f_at	FAM161A
axo08465-r_at	PREP
axo24885-f_at	
axo22358-r_at	
axo19667-f_at	AGAP3
axo21004-f_at	DNTT
axo03968-f_at	LOC100128274
axo19666-f_at	CDCA7
axo07503-f_at	SLC11A2
axo17033-f_at	ERBB2IP
axo27371-f_at	
axo10929-r_at	FOXG1
axo16579-f_at	ZNF334
axo03275-f_at	TPD52L2
axo15155-f_at	SGEF
axo08891-f_at	STC1
axo05730-f_at	CACNA1D
axo22896-f_at	
axo04388-f_at	FAM159A
axo24345-f_at	
axo06319-f_at	STK11
axo08747-f_at	DCK
axo02323-f_at	WFIKKN2
axo09712-f_at	DMD
axo21572-r_at	
axo05893-f_at	LDB2
axo13871-f_at	SOX8
axo16498-f_at	FRMD4A
axo18765-f_at	NOTCH2
axo12963-f_at	CA14
axo04201-f_at	SCN2A
axo25257-f_at	
axo30503-f_at	
axo30925-f_at	
axo09493-f_at	KLKB1
axo21741-f_at	
axo18053-r_at	LSM2
axo12084-f_at	PARP4
axo15978-f_at	PION
axo24943-f_at	
axo01361-f_at	NCOA1
axo07715-f_at	DCT
axo01959-r_at	TRIM39
axo03737-f_at	SPAG8
axo03590-r_at	PRKAR1A
axo17049-r_at	SVOP
axo17439-f_at	MYPOP
axo01766-f_at	HSPA8
axo27569-f_at	
axo31481-f_at	
axo25841-f_at	
axo09840-f_at	LIPF
axo30814-f_at	
axo04410-f_at	FAM69C
axo20274-r_at	SARNP
axo30800-f_at	
axo18175-f_at	FAM3A
axo23277-r_at	
axo07240-f_at	EIF4B
axo31469-f_at	
axo02453-r_at	SESTD1
axo12315-r_at	USP19
axo12259-f_at	CHL1
axo19085-f_at	SPEF2
axo16444-f_at	IWS1
axo02271-f_at	NDUFAF2
axo15812-f_at	C3orf19
axo13420-r_at	OR13D1
axo17478-f_at	VANGL2
axo30733-f_at	
axo16577-f_at	EFHC1
axo25492-f_at	
axo18018-f_at	ADCY1
axo12639-r_at	DUSP14
axo12561-r_at	SILV
axo10028-f_at	CTNNA2
axo14216-r_at	TINP1
axo15903-r_at	SLC6A13
axo30888-f_at	
axo14965-r_at	SAMM50
axo13603-r_at	TTYH1
axo18822-f_at	TMCO7
axo04147-f_s_at	COX1
axo18619-f_at	KRI1
axo03840-f_at	
axo01592-f_at	ZNF567
axo08679-f_at	REV3L
axo31197-f_at	
axo27313-f_at	
axo17824-f_at	SH3RF1
axo09581-f_at	HDAC3
axo10501-f_at	ARHGEF6
axo11661-r_at	ATP9A
axo31554-f_s_at	
axo07371-f_at	ICAM4
axo14344-f_at	SPEN
axo09076-f_at	GRIK1
axo10202-f_at	NEB
axo17042-f_at	RBBP6
axo30597-f_at	
axo08927-f_at	TAF4
axo14811-r_at	EHBP1
axo01434-f_at	PIK3AP1
axo05119-f_at	C21orf91
axo25147-f_at	
axo27084-f_at	
axo14103-f_at	JAKMIP2
axo10335-f_at	RPL5
axo24965-f_at	
axo21362-f_at	SNX18
axo15236-f_at	ZNF777
axo03452-f_at	DPP6
axo29421-f_at	
axo22626-f_at	
axo24128-f_at	
axo00246-f_at	THEM4
axo22462-r_at	
axo04585-f_at	TRAPPC6B
axo30866-f_at	
axo15147-f_at	GIGYF2
axo01081-r_at	CERKL
axo11964-f_at	PCGF3
axo04429-f_at	RCC1
axo19479-r_at	RNF32
axo14084-r_at	F11
AFFX-r2-P1-cre-3_at	
axo00393-f_at	CCDC104
axo30431-f_at	
axo06170-r_at	FKBP2
axo16942-f_at	USE1
axo08359-f_at	PDE6D
axo19697-f_at	RASSF4
axo28225-f_at	
axo31217-f_at	
axo22361-f_at	
axo03081-f_at	VWA2
axo13705-f_at	SACS
axo15170-f_at	C2orf64
axo03277-f_at	TRPC4AP
axo09224-f_at	HIST1H2BL
axo07650-f_at	COL9A1
axo24363-r_at	
axo06898-f_at	RPS20
axo06174-f_at	LRRC23
axo03694-f_at	
axo07940-f_at	HOXD10
axo16766-f_at	C7orf43
axo25494-f_at	
axo31379-f_at	
axo01917-f_at	MEIS2
axo04218-f_at	C16orf13
axo30671-f_at	
axo29434-f_at	
axo00166-f_at	CSNK1A1
axo28763-f_at	
axo17307-f_at	TRPV5
axo05942-r_at	PEX19
axo16370-f_at	PRPF40A
axo15632-f_at	ACSL5
axo18944-f_at	VPS37B
axo10455-f_at	RAB33A
axo19373-f_at	KIAA1715
axo01296-f_at	DGKB
axo22584-r_at	
axo04575-f_at	MED24
axo17109-f_at	GPR173
axo16470-f_at	TRMU
axo06528-r_at	FBXO15
axo31267-f_at	
axo30837-f_at	
axo30675-f_at	
axo20113-f_at	C3orf39
axo09782-f_at	PDE3A
axo01668-f_at	FLJ23834
axo03044-f_at	FLRT3
axo00205-f_at	ACRC
axo11522-f_at	MAP3K1
axo21702-r_at	
axo19485-f_at	ISCA1
axo02972-f_at	SCML4
axo08269-f_at	CA4
axo13012-f_at	RABGAP1
axo02304-r_at	CD163L1
axo01640-f_at	C7orf62
axo06062-r_at	RTL1
axo05412-f_at	PLCL1
axo28585-f_at	
axo10252-f_at	SFRS8
axo15114-f_at	LRIG1
axo17624-f_at	GALNTL1
axo02820-r_at	SRA1
axo03699-f_at	USP9X
axo00646-f_at	ROBO1
axo19993-r_at	MCHR2
axo28600-f_at	
axo30712-f_at	
axo19578-f_at	COG3
axo27392-f_at	
axo21590-r_at	
axo10525-f_at	CLTC
axo08934-f_at	TBP
axo06253-f_at	RNF185
axo07777-f_at	ERCC1
axo24503-f_at	
axo05133-f_at	KIAA0232
axo16656-f_at	ATF7IP
axo25670-f_at	
axo12494-f_at	METAP2
axo29396-f_at	
axo25773-f_at	
axo03693-r_at	
axo24041-f_at	
axo06379-f_at	AMFR
axo03286-f_at	ZFP64
axo05426-f_at	GLRA2
axo13009-f_at	C11orf41
axo14195-f_at	SEC16A
axo01497-f_at	JMY
AFFX-BioDn-3_at	
axo17136-f_at	RPS17
axo06720-r_at	
axo01529-f_at	LRFN5
axo28355-f_at	
axo07252-f_at	EP300
axo00164-f_at	XKR4
axo02883-f_at	KIF1B
axo23623-f_at	
axo08116-f_at	LRP6
axo02498-f_at	C20orf85
axo06348-f_at	LRRFIP1
axo14008-f_at	RAB11FIP3
axo07671-f_at	CPA1
axo06284-f_at	DDX4
axo13891-r_at	UBXN4
axo12935-r_at	GTF3C3
axo13140-r_at	MYST4
axo28347-f_at	
axo17073-f_at	PCDHGA1
axo13868-f_at	SLC40A1
axo26463-f_at	
axo16273-f_at	YTHDF1
axo23288-r_at	
axo15905-f_at	SH3D19
axo12168-f_at	ASTL
axo15073-f_at	SEC31B
axo00290-f_at	TSR2
axo11322-r_at	TSPAN2
axo12627-f_at	ABHD2
axo24472-r_s_at	
axo16600-r_at	ARHGEF10L
axo17785-f_at	ZNF687
axo19715-f_at	PATZ1
axo08595-f_at	PTPRZ1
axo21613-f_at	
axo13505-f_at	TRPS1
axo09092-f_at	GRIK3
axo06434-r_at	APOA4
axo09849-f_at	PIGQ
axo14328-f_at	WDFY3
axo16502-r_at	WDR6
axo05788-f_at	TBCEL
axo08909-f_at	GABRD
axo16525-r_at	CRTAC1
axo18528-f_at	SFXN1
axo30773-f_at	
axo08469-f_at	PRKACB
axo09984-f_at	CBLN1
axo18614-f_at	RTN4R
axo04582-f_at	PCBD1
axo01306-f_at	SSBP3
axo02258-f_at	KRTCAP2
axo30924-f_at	
axo25628-f_at	
axo03734-f_at	
axo04810-f_at	PKD1
axo30884-f_at	
axo28678-f_at	
axo31516-f_at	
axo16518-f_at	PLEKHJ1
axo27983-f_at	
axo13226-f_at	STAT5B
axo02069-r_at	MCAT
axo14237-f_at	PPM1E
axo21979-f_at	
axo05121-r_at	RPGR
axo24342-f_at	
axo03412-f_at	CAMSAP1L1
axo31330-f_s_at	
axo21550-r_at	HGC6.3
axo19745-f_at	ANKRD27
axo21296-f_at	PVRL4
axo11604-f_at	TUBA4A
axo05498-f_at	VCAN
axo25237-f_at	
axo18656-f_at	FAM173A
axo21881-f_at	
axo24361-r_at	
axo05295-f_at	FLNA
axo22252-r_at	
axo15112-r_at	RPAP1
axo07981-f_at	ISL1
axo29834-f_at	
axo24980-f_at	
axo16117-f_at	DCHS2
axo06497-f_at	RICS
axo02471-f_at	IQGAP3
axo30697-f_at	
axo17617-f_at	ABHD6
axo12248-f_at	PTGES3
axo22652-f_at	
axo05140-r_at	RPE65
axo12852-f_at	MME
axo08283-r_at	CACNA1B
axo10908-f_s_at	RPS3
axo12979-f_at	DNAI1
axo17077-f_at	PCDHGA6
axo29469-f_at	
axo02396-f_at	AMZ2
axo13323-f_at	MAP1LC3C
axo23524-f_at	
axo24350-f_at	
axo14069-r_at	BMS1
axo05012-f_at	MORN4
axo22617-f_at	
axo30803-f_at	
axo11513-f_at	MCM4
axo10865-f_at	CA3
axo02513-r_at	ZNF704
axo24063-f_at	
axo04908-f_at	ANG
axo24283-r_s_at	
axo26835-f_at	
axo09345-f_at	IFITM1
axo00895-f_at	MAPK15
axo14035-f_at	ACAP1
axo02694-f_at	COQ6
axo15591-f_at	LPHN1
axo10196-r_at	NEB
axo11693-r_at	TOMM5
axo00490-f_at	SNAP25
axo23554-f_at	
axo03990-f_at	
axo25772-f_at	
axo28790-f_at	
axo12864-r_at	PSEN1
axo17563-f_at	VARS2
axo19812-f_at	SLITRK6
axo08023-f_at	KCNJ3
axo10312-r_at	RASAL1
axo23324-f_at	
axo19228-r_at	MUS81
axo00047-f_at	ZNF622
axo19310-f_at	ADAM33
axo11260-r_at	NR2F1
axo14230-f_at	RNF44
axo03749-f_at	
axo22774-f_at	
axo30841-f_at	
axo20452-f_at	RPL30
axo23538-f_at	
axo02096-f_at	FAM117B
axo31661-f_at	
axo23786-r_at	
axo02090-f_at	CXorf41
axo30182-f_at	
axo07217-f_s_at	EEF1G
axo05305-r_at	CCNA1
axo31451-f_at	
axo03676-r_at	
axo25331-f_at	
axo18978-f_at	ZNF750
axo06944-f_at	AOX1
axo25093-f_at	
axo14490-f_at	ERC1
axo16707-f_at	PANK4
axo23290-r_at	
axo17084-f_at	TUBA8
axo24419-f_at	
axo01255-r_at	C1orf96
axo06982-f_at	BIRC5
axo20302-r_at	CCDC65
axo16408-f_at	MARCH1
axo13618-r_at	IL1RAPL1
axo24866-f_at	
axo18340-f_at	NPVF
axo30844-f_at	
axo19650-f_at	C1QTNF7
axo09985-f_at	CCNG2
axo09464-r_at	EIF3D
axo19398-f_at	B3GNT4
axo28607-f_at	
axo15794-r_at	MPP6
axo30553-f_at	
axo24402-r_at	
axo23566-f_at	
axo24171-r_at	
axo14340-f_at	STK38L
axo19426-f_at	WBSCR16
axo19890-f_s_at	MRPL45
axo12297-r_at	C7orf16
axo00774-f_at	TLCD1
axo14858-f_at	IGSF3
axo15703-f_at	CMPK1
axo27538-f_at	
axo16909-f_at	UTP6
axo18251-f_at	FXYD6
axo23891-r_at	
axo06256-f_at	KIAA1432
axo18621-f_at	UPF3A
axo08367-f_at	CACNG1
axo03264-f_at	TMEM179B
axo06512-f_at	MAGI3
axo22892-r_at	
axo01388-r_at	PANK1
axo28274-f_at	
axo14614-f_at	CIC
axo04708-r_at	BTBD17
axo07166-f_at	DNAH9
axo09563-f_at	FGF18
axo01615-f_at	RALGPS2
axo23328-f_at	
axo15929-f_at	CRK
axo12932-f_at	ZFPM2
axo17487-f_at	ZMIZ1
axo28990-f_at	
axo24208-f_at	
axo16541-f_at	HEATR1
axo13192-f_at	RAB3GAP2
axo03004-f_at	ARHGEF11
axo03274-f_at	TPD52L2
axo16064-r_at	GRAMD1C
axo28613-f_at	
axo07093-f_at	KLF6
axo18208-f_at	EEFSEC
axo21063-f_at	KIAA0427
axo00126-f_at	RFT1
axo29014-f_at	
axo12072-f_at	SLC34A2
axo24274-f_at	
axo16379-f_at	C20orf11
axo08468-f_at	PRKACA
axo10843-f_at	ACTC1
axo28148-f_at	
axo30425-f_at	
axo10586-f_at	RPL23A
axo07729-f_at	ADH1A
axo23423-f_at	
axo15152-r_at	POLDIP2
axo07850-r_at	GABRR1
axo10776-f_at	FEZ2
axo01680-f_at	LRRC43
axo11171-f_at	INPP5D
axo08867-r_at	SRP14
axo18045-f_at	CDH19
axo17898-r_at	LRRC4C
axo18692-f_at	C19orf50
axo08990-f_at	TLR2
axo19130-r_at	PHC3
axo28363-f_at	
axo15670-f_at	SELT
axo06703-r_at	CCDC153
axo19263-r_at	CXorf21
axo31584-f_at	
axo23237-f_at	
axo00087-r_at	BRUNOL4
axo12840-r_at	EXOC3
axo10874-f_at	CDX4
axo10457-f_at	ADIPOQ
axo11100-f_at	SNCAIP
axo06613-f_at	NHSL1
axo30160-f_at	
axo05061-f_at	ADCYAP1
axo08297-f_at	CACNA1D
axo17059-r_at	GNG12
axo19302-f_at	PDGFD
axo03909-f_at	LOC100128274
axo17793-f_at	PITPNM2
axo13600-f_at	SLC25A15
axo06022-f_at	LRRTM4
axo15624-r_at	CHAC2
axo30781-f_at	
axo03331-f_at	CCDC62
axo05821-f_at	RFC5
axo05023-f_at	TINF2
axo22365-f_at	
axo23831-f_at	
axo17297-f_at	F7
axo00046-f_at	LRRC46
axo08339-f_at	PAK2
axo00939-f_at	AP2B1
axo13426-f_at	IKBKE
axo00612-f_at	RAVER1
axo15594-f_at	SLC45A2
axo02342-f_at	SYT9
axo04483-f_at	QSER1
axo11003-r_at	JUND
axo07505-f_s_at	ATP5G3
axo19773-r_at	TOMM40L
axo13260-r_at	ACAN
axo01805-f_at	SLC22A7
axo16285-f_at	UBE2R2
axo28091-f_at	
axo09124-f_at	GRM3
axo23956-r_at	
axo10494-f_at	MED23
axo02415-f_at	H2AFJ
axo25702-f_at	
axo16496-f_at	PACS1
axo09853-f_at	NEURL
axo23287-r_at	
axo05048-f_at	FTSJD1
axo27510-f_at	
axo05003-f_at	FAM160A2
axo15832-r_at	CXorf26
axo01510-f_at	HGSNAT
axo07925-f_at	HIVEP1
axo17289-r_at	IRGC
axo09877-f_at	TRIP12
axo09951-f_at	ASTN1
axo30564-f_at	
axo04587-f_at	HNRNPUL2
axo09085-f_at	UGDH
axo31408-f_at	
axo17102-f_s_at	UBB
axo02665-r_at	NF2
axo25152-f_at	
axo05808-r_at	ABLIM2
axo20090-f_at	LRCH3
axo20046-f_at	MYO18B
axo16189-f_at	SIDT1
axo17880-f_at	GPAM
axo05242-f_at	ZFYVE16
axo20171-f_at	MAEL
axo27336-f_at	
axo09134-f_at	ZFX
axo11243-f_at	SOS1
axo19785-f_at	ARID5B
axo25508-f_at	
axo15197-f_at	
axo17593-r_at	ADCY2
axo14377-f_at	KIAA0284
axo13020-f_at	GTF3C4
axo20120-f_at	TBRG1
axo01090-f_at	ANKAR
axo18784-f_at	FYCO1
axo21079-f_at	MAST3
axo30368-f_at	
axo00340-f_at	TUBA3D
axo16290-f_at	HAUS4
axo20972-f_at	DDX19B
axo12013-f_at	UNC13B
axo22490-f_at	
axo20599-f_at	EPHX2
axo22559-f_at	
axo00099-f_at	FBXW11
axo12135-f_at	PUS1
axo17544-f_at	MRPL47
axo27819-f_at	
axo24519-f_at	
axo04735-f_at	TBX18
axo17836-f_at	DNAH2
axo08841-r_at	SP2
axo04749-f_at	BAHCC1
axo19412-f_at	CFHR5
axo30432-f_at	
axo29554-f_at	
axo12208-r_at	FARS2
axo13326-f_at	CPSF1
axo22160-f_at	
axo18373-f_at	NCAPG
axo05375-f_at	SEZ6L2
axo27907-f_at	
axo07734-r_at	DPP6
axo31679-f_at	
axo27734-f_at	
axo06565-r_at	TMEM106C
axo25723-f_at	
axo16374-r_at	PRPF40A
axo08904-f_at	SUPT6H
axo29131-f_at	
axo01416-f_at	SYT11
axo30789-f_at	
axo12278-f_at	IQGAP2
axo30611-f_at	
axo24397-r_at	
axo05088-f_at	MYH2
axo00140-f_at	ZNF300
axo04396-f_at	STAG2
axo01512-f_at	C9orf41
axo21558-f_at	FLJ35848
axo18312-f_at	KIF13A
axo15131-f_at	SETBP1
axo05273-r_at	HIGD1C
axo10983-f_at	HCFC1
axo25884-f_at	
axo20323-r_at	CCDC102A
axo25921-f_at	
axo14348-f_at	SPEN
axo24470-r_at	
axo04446-f_at	TACR3
axo04943-r_at	DDX17
axo14950-f_at	MORC3
axo01620-r_at	OSTalpha
axo04269-f_at	FUT6
axo08613-f_at	PYGL
axo05720-f_at	PAK6
axo01943-r_at	RASSF1
axo07647-f_at	COL6A1
axo19099-f_at	ERMP1
axo13989-f_at	ST18
axo19223-r_at	CEP290
axo22787-f_at	
axo08722-f_at	SALL1
axo06642-f_at	DENND4A
axo30410-f_at	
axo28144-f_at	
axo30496-f_at	
axo00915-r_at	MAPKAPK5
axo14185-f_at	SUPT7L
axo20265-f_at	HIAT1
axo30098-f_at	
axo28444-f_at	
axo12866-f_at	RANBP3
axo03533-f_at	TMEM132E
axo00362-f_at	PTPN7
axo21316-f_at	PCBP2
axo09948-r_at	ASNA1
axo11346-r_at	YAF2
axo27490-f_at	
axo01194-f_at	WDR16
axo25314-f_at	
axo15266-f_at	GLTSCR1
axo19718-f_at	PCDHGB4
axo10171-f_at	MCM2
axo17131-f_at	SH3TC1
axo05387-r_at	ELK1
axo24735-f_at	
axo16106-f_at	TET2
axo07268-r_at	EXTL3
axo20521-f_s_at	EEF1G
axo28194-f_at	
axo08113-f_at	LRP4
axo16914-f_at	BACH1
axo04670-f_at	UNC13A
axo14313-r_at	STXBP5L
axo15846-r_at	SYT17
axo26193-f_at	
axo09356-f_at	CBX4
axo25195-f_at	
axo12608-f_at	NPM3
axo09027-f_at	TPR
axo22379-f_at	
axo23967-r_at	
axo25160-f_at	
axo28598-f_at	
axo09164-f_at	ZKSCAN1
axo15821-f_at	STK16
axo25184-f_at	
axo11599-f_at	VPS72
axo02919-r_at	CCDC108
axo24543-f_at	
axo25495-f_at	
axo15394-f_at	MRPS17
axo14756-f_at	DENND5A
axo23913-f_at	
axo08315-f_at	CACNA1E
axo29329-f_at	
axo24405-f_at	
axo06984-f_at	TSC2
axo16810-f_at	LDLRAD1
axo17469-f_at	PDXP
axo15798-f_at	NCKIPSD
axo07215-3_at	EEF1A1
axo07128-r_at	CXADR
axo03679-f_at	
axo13895-f_at	CYFIP1
axo24691-f_at	
axo14986-r_at	TECPR1
axo28332-f_at	
axo05903-r_at	PWWP2A
axo21649-r_at	
axo11475-f_at	APC2
axo18745-f_at	NOL12
axo25451-f_at	
axo12740-f_at	TFEB
axo00674-f_at	ATM
axo02032-f_at	SLITRK4
axo16693-f_at	TMEM57
axo03371-f_at	FOXM1
axo23946-r_at	
axo09492-r_at	KLKB1
axo10532-r_at	SPTLC2
axo03583-f_at	DUOXA2
axo19413-f_s_at	CFHR5
axo24515-f_at	
axo23532-f_at	
axo00963-f_at	AMPH
axo28209-f_at	
axo17571-f_at	ATP10D
axo03149-r_at	TCEA2
axo20801-f_at	KIF3B
axo25168-f_at	
axo01169-r_at	GLYATL2
axo24365-r_at	
axo10640-r_at	KIF5A
axo12152-r_at	REG1B
axo23088-f_at	
axo15297-f_at	AZIN1
axo02254-f_at	MALT1
axo24539-f_at	
axo01538-f_at	ZNF417
axo20151-f_at	TMEM209
axo17104-f_at	SH3BP1
axo16141-r_at	GATAD2A
axo23825-r_at	
axo11669-r_at	RTN3
axo20111-f_at	SPPL2A
axo02920-f_at	ZBTB41
axo18601-f_at	ZNF638
axo10113-f_at	FOLH1
axo20332-r_at	GNG8
axo11642-f_at	PCNT
axo00003-r_at	A2M
axo02748-f_at	ZNF713
axo17282-f_at	FOXP4
axo21577-f_at	
axo16606-r_at	TSR1
axo16247-f_at	TBC1D22B
axo12923-r_at	DGAT1
axo01300-r_at	ATXN2L
axo25605-f_at	
axo11437-f_at	GRB10
axo29023-f_at	
axo30589-f_at	
axo01304-r_at	SSBP3
axo15970-f_at	C20orf94
axo12992-r_at	FBXL5
axo12505-f_at	PDIA2
axo29718-f_at	
axo25722-f_at	
axo17309-r_at	SLC7A10
axo04916-f_at	FUT2
axo08418-f_at	PLCG2
axo16137-f_at	SAMD9
axo31440-f_at	
axo08750-r_at	SDHC
axo23798-f_at	
axo24986-f_at	
axo01909-f_at	GPR110
axo16085-f_at	ZCCHC8
axo11559-f_at	MYH1
axo06231-f_at	HMBOX1
axo12930-r_at	BICD2
axo13195-r_at	FSCN2
axo00424-r_at	ZSWIM3
axo03093-f_at	NHLRC2
axo27751-f_at	
axo15052-f_at	PTPN23
axo07369-f_at	NDST1
axo13466-r_at	CHMP2B
axo26039-f_at	
axo01085-f_at	ANKRD35
axo06822-f_at	GPSM1
axo06370-f_s_at	LSM5
axo15224-f_at	FILIP1
axo27223-f_at	
axo11730-f_at	PRMT5
axo26927-f_at	
axo17798-f_at	RANBP10
axo27942-f_at	
axo06914-f_at	PQLC1
axo01551-f_at	CKAP2L
axo28412-f_at	
axo20185-f_at	IGSF21
axo12709-f_at	UTRN
axo02406-f_at	PKHD1L1
axo28126-f_at	
axo23624-f_at	
axo18004-f_at	SLCO1A2
axo19028-r_at	ZMYM1
axo17699-f_at	CDGAP
axo02056-f_at	FAM149B1
axo27994-f_at	
axo17231-f_at	SPATA6
axo09274-r_at	DOC2B
axo01356-r_at	TMIE
axo12187-f_at	NCOA2
axo04172-f_at	FKRP
axo08734-f_at	
axo09671-f_at	SLC25A14
axo23205-r_at	
axo18902-f_at	SAP30L
axo29379-f_at	
axo01098-r_at	EFHB
axo06186-f_at	HSF2
axo01211-f_at	ZBTB47
axo09501-f_at	CTSF
axo24766-f_at	
axo17747-f_at	LRRC7
axo27603-f_at	
axo30662-f_at	
axo13044-f_at	SLC7A8
axo10679-f_at	ROR1
axo21897-f_at	
axo17277-f_at	ITSN2
axo16427-r_at	CUEDC1
axo06878-f_at	MFSD10
axo12658-f_at	KIF3A
axo31707-f_s_at	
axo20183-f_at	UBASH3B
axo31256-f_at	
axo02127-f_at	C10orf107
axo07518-f_at	BAI2
axo01309-f_at	SYNGR1
axo17597-r_at	C16orf84
axo31432-f_s_at	
axo00001-f_at	A2M
axo28345-f_at	
axo01516-f_at	FLJ32810
axo31206-f_at	
axo31532-f_at	
axo08829-r_at	SNRPG
axo19401-f_at	SLC2A10
axo23213-f_at	
axo17772-f_at	VPS13C
axo11127-f_at	ITGA3
axo09077-r_at	UBE2H
axo02743-f_at	ZNF677
axo06461-f_at	HMMR
axo01252-f_at	TMEM170A
axo31219-f_at	
axo17990-f_at	SORBS2
axo17926-f_at	ALG10B
axo02580-f_at	DCAF11
axo05122-f_at	C21orf91
axo05330-r_at	BRD2
axo30862-f_at	
axo25878-f_at	
axo17769-f_at	FAM135A
axo00035-f_at	ITPRIP
axo30459-f_at	
axo02203-f_at	HARBI1
axo25232-f_at	
axo08032-f_at	KIF3C
axo14921-f_at	ZDHHC17
axo21051-f_at	RAB43
axo13490-f_at	NCOA6
axo14539-f_at	KIF1B
axo05947-f_at	IAPP
axo08208-f_at	MSX2
axo15908-f_at	PHF21A
axo21189-f_at	THSD1
axo12855-f_at	BRCA1
axo24416-f_at	
axo12552-f_at	SDF2
axo02874-r_at	EML5
axo24687-f_at	
axo30659-f_at	
axo20216-f_at	C18orf45
axo12011-f_at	VAT1
axo17375-f_at	C6orf173
axo11758-f_at	IRF6
axo12901-f_at	CASC3
axo30081-f_at	
axo15215-r_at	SENP3
axo03188-f_at	SS18L1
axo00069-r_at	
axo14196-f_at	SEC16A
axo16458-f_at	FAM83B
axo24776-f_at	
axo00874-f_at	MAPK1
axo24137-r_at	
axo06342-f_at	LOC387890
axo01370-f_at	GREB1
axo05437-f_at	PPOX
axo27450-f_at	
axo19571-f_at	GABARAPL1
axo30693-f_at	
axo25376-f_at	
axo06788-f_at	LSS
axo24899-f_at	
axo11660-f_at	HS3ST2
axo08147-f_at	MATN1
axo12024-f_at	ZNF211
axo06140-f_at	LRRC15
axo06537-f_at	LRRC27
axo02539-f_at	WDR49
axo12534-f_at	GPATCH8
axo03369-f_at	ELF2
axo19024-f_at	C2orf34
axo18914-f_at	ZNF322A
axo02209-f_at	HARBI1
axo00405-f_at	BAT2
axo03090-f_at	RUFY3
axo17940-f_at	GNAO1
axo16000-f_at	MUC5AC
axo28237-f_at	
axo16528-r_at	C16orf91
axo24905-f_at	
axo14507-f_at	PEG10
axo18603-f_at	ZNF638
axo24459-f_at	
axo01771-f_at	KIF19
axo05220-r_at	PDE4D
axo08413-r_at	PLAGL2
